route,service_type,cause,start_time,station,delay_min,weather,year
Olten-Zofingen,RE,Boarding,2023-08-04 08:07:00,Zofingen,3,clear,2023
Genève-Lausanne,IC,External,2023-08-07 10:19:00,Lausanne,43,clear,2023
Zürich-Schaffhausen,IR,External,2023-08-07 12:17:00,Zürich HB,15,rain,2023
Bern-Belp,RE,Infrastructure,2023-08-08 11:42:00,Bern,2,clear,2023
Zürich-Genève,IC,Infrastructure,2023-08-10 20:38:00,Zürich HB,2,snow,2023
Genève-Lausanne,IC,Rolling stock,2023-08-11 08:29:00,Lausanne,2,rain,2023
S2 Zürich,S,External,2023-08-11 09:49:00,Pfäffikon,51,snow,2023
S6 Basel,S,Operations,2023-08-11 10:26:00,Basel SBB,3,clear,2023
S1 Lausanne,S,Infrastructure,2023-08-11 11:52:00,Lausanne,13,clear,2023
Zürich-Schaffhausen,IR,Boarding,2023-08-11 19:02:00,Schaffhausen,6,snow,2023
Lausanne-Brig,IR,Connection wait,2023-08-11 22:51:00,Sion,2,rain,2023
Basel-Olten,IC,Operations,2023-08-12 08:29:00,Basel SBB,2,clear,2023
Zürich-Genève,IC,External,2023-08-12 11:18:00,Lausanne,2,snow,2023
Bern-Belp,RE,External,2023-08-12 15:50:00,Belp,24,clear,2023
Olten-Zofingen,RE,Boarding,2023-08-14 09:36:00,Olten,10,clear,2023
Bern-Biel,IR,Infrastructure,2023-08-14 10:26:00,Biel/Bienne,35,clear,2023
Zürich-Genève,IC,Boarding,2023-08-14 22:56:00,Bern,2,clear,2023
Basel-Lausanne,IC,Infrastructure,2023-08-15 20:39:00,Basel SBB,15,clear,2023
Zürich-Bern,IC,Operations,2023-08-17 05:28:00,Bern,2,clear,2023
Genève-Lausanne,IC,Rolling stock,2023-08-17 13:29:00,Nyon,13,clear,2023
Lausanne-Brig,IR,External,2023-08-18 07:35:00,Brig,3,clear,2023
Zürich-Schaffhausen,IR,External,2023-08-18 10:03:00,Schaffhausen,6,clear,2023
Zürich-Genève,IC,Connection wait,2023-08-19 05:28:00,Genève,14,clear,2023
Zürich-Genève,IC,Rolling stock,2023-08-19 19:11:00,Zürich HB,23,clear,2023
Bern-Biel,IR,Connection wait,2023-08-21 13:18:00,Bern,4,clear,2023
Basel-Olten,IC,Rolling stock,2023-08-21 16:38:00,Olten,24,clear,2023
Zürich-Schaffhausen,IR,Rolling stock,2023-08-22 15:19:00,Zürich HB,7,rain,2023
S5 Bern,S,Infrastructure,2023-08-22 22:53:00,Burgdorf,8,clear,2023
S6 Basel,S,Operations,2023-08-24 13:19:00,Pratteln,9,clear,2023
Zürich-Luzern,IC,Connection wait,2023-08-24 14:38:00,Zug,2,clear,2023
Zürich-Bern,IC,Rolling stock,2023-08-26 05:24:00,Olten,3,clear,2023
Basel-Lausanne,IC,Infrastructure,2023-08-26 07:11:00,Lausanne,3,clear,2023
Zürich-Schaffhausen,IR,External,2023-08-26 11:04:00,Schaffhausen,10,clear,2023
S2 Zürich,S,Infrastructure,2023-08-26 16:56:00,Zürich HB,18,snow,2023
Zürich-Bern,IC,Operations,2023-08-27 18:10:00,Zürich HB,14,snow,2023
Lugano-Locarno,RE,Operations,2023-08-28 17:25:00,Locarno,5,clear,2023
Basel-Lausanne,IC,Infrastructure,2023-08-28 20:30:00,Bern,2,clear,2023
St. Gallen-Zürich,IR,External,2023-08-29 01:13:00,St. Gallen,15,rain,2023
Bern-Belp,RE,External,2023-08-29 19:13:00,Bern,5,fog,2023
Bern-Brig,IC,Rolling stock,2023-08-29 19:30:00,Bern,6,clear,2023
Zürich-Schaffhausen,IR,Infrastructure,2023-08-30 06:19:00,Bülach,5,clear,2023
Zürich-Luzern,IC,Operations,2023-08-31 01:09:00,Zug,2,clear,2023
Bern-Brig,IC,Boarding,2023-08-31 17:44:00,Brig,3,clear,2023
St. Gallen-Zürich,IR,Connection wait,2023-09-01 18:14:00,Zürich HB,26,clear,2023
Bern-Brig,IC,Rolling stock,2023-09-01 23:09:00,Bern,13,clear,2023
Zürich-Schaffhausen,IR,Connection wait,2023-09-02 11:40:00,Schaffhausen,9,rain,2023
Zürich-Bern,IC,Infrastructure,2023-09-02 13:56:00,Bern,15,snow,2023
Olten-Zofingen,RE,Infrastructure,2023-09-02 20:10:00,Olten,2,snow,2023
Basel-Olten,IC,Rolling stock,2023-09-06 13:17:00,Liestal,6,clear,2023
Basel-Olten,IC,External,2023-09-07 05:38:00,Olten,26,clear,2023
Bern-Brig,IC,Boarding,2023-09-07 18:35:00,Brig,2,clear,2023
Lugano-Locarno,RE,Rolling stock,2023-09-07 23:19:00,Locarno,9,clear,2023
Lugano-Locarno,RE,Operations,2023-09-07 23:24:00,Locarno,6,clear,2023
Zürich-Genève,IC,Infrastructure,2023-09-08 12:32:00,Bern,30,clear,2023
S6 Basel,S,Rolling stock,2023-09-08 22:27:00,Basel SBB,35,rain,2023
Lugano-Locarno,RE,Rolling stock,2023-09-08 22:28:00,Lugano,18,clear,2023
Zürich-Chur,IC,Operations,2023-09-09 11:53:00,Zürich HB,22,clear,2023
St. Gallen-Zürich,IR,Connection wait,2023-09-09 23:20:00,Zürich HB,9,clear,2023
Lugano-Locarno,RE,Connection wait,2023-09-10 14:16:00,Lugano,8,snow,2023
S2 Zürich,S,Operations,2023-09-10 20:41:00,Pfäffikon,9,clear,2023
S1 Lausanne,S,Boarding,2023-09-10 22:36:00,Yverdon,2,rain,2023
Zürich-Genève,IC,External,2023-09-11 13:37:00,Zürich HB,2,clear,2023
Zürich-Schaffhausen,IR,Rolling stock,2023-09-12 12:34:00,Bülach,12,snow,2023
Bern-Biel,IR,Connection wait,2023-09-12 20:09:00,Lyss,2,clear,2023
Bern-Brig,IC,Infrastructure,2023-09-13 10:15:00,Spiez,59,clear,2023
St. Gallen-Zürich,IR,Rolling stock,2023-09-13 11:03:00,Zürich HB,2,rain,2023
Zürich-Genève,IC,External,2023-09-13 11:33:00,Zürich HB,9,fog,2023
Zürich-Bern,IC,Connection wait,2023-09-16 03:32:00,Bern,13,snow,2023
Zürich-Luzern,IC,Connection wait,2023-09-17 06:26:00,Zug,4,clear,2023
Zürich-Genève,IC,External,2023-09-17 19:31:00,Zürich HB,21,clear,2023
Bern-Biel,IR,External,2023-09-17 21:54:00,Lyss,15,rain,2023
Basel-Lausanne,IC,Connection wait,2023-09-19 06:45:00,Lausanne,5,clear,2023
Bern-Biel,IR,Connection wait,2023-09-19 15:34:00,Lyss,2,clear,2023
Zürich-Chur,IC,Rolling stock,2023-09-20 09:38:00,Zürich HB,20,clear,2023
S6 Basel,S,Infrastructure,2023-09-20 23:01:00,Pratteln,3,clear,2023
S6 Basel,S,Operations,2023-09-21 12:41:00,Pratteln,22,clear,2023
Zürich-Luzern,IC,External,2023-09-21 13:35:00,Zug,36,rain,2023
St. Gallen-Zürich,IR,External,2023-09-22 01:02:00,St. Gallen,14,clear,2023
Zürich-Genève,IC,Connection wait,2023-09-25 11:33:00,Genève,8,clear,2023
Zürich-Luzern,IC,External,2023-09-25 14:12:00,Zürich HB,61,clear,2023
Basel-Olten,IC,Boarding,2023-09-25 19:20:00,Liestal,17,clear,2023
S6 Basel,S,External,2023-09-26 11:13:00,Basel SBB,6,clear,2023
Zürich-Bern,IC,External,2023-09-27 11:49:00,Olten,2,clear,2023
S5 Bern,S,External,2023-09-28 14:37:00,Bern,15,clear,2023
Basel-Lausanne,IC,Connection wait,2023-09-28 20:48:00,Lausanne,10,clear,2023
Zürich-Genève,IC,Rolling stock,2023-09-29 07:08:00,Zürich HB,18,clear,2023
S1 Lausanne,S,External,2023-09-29 11:39:00,Yverdon,2,clear,2023
Lugano-Locarno,RE,External,2023-09-29 19:59:00,Lugano,12,clear,2023
Bern-Biel,IR,Operations,2023-10-01 23:13:00,Bern,3,clear,2023
S2 Zürich,S,Connection wait,2023-10-02 11:38:00,Pfäffikon,2,clear,2023
S2 Zürich,S,External,2023-10-02 20:23:00,Effretikon,25,clear,2023
Bern-Brig,IC,Boarding,2023-10-03 11:04:00,Bern,2,clear,2023
St. Gallen-Zürich,IR,Rolling stock,2023-10-04 08:10:00,Zürich HB,3,clear,2023
Olten-Zofingen,RE,Rolling stock,2023-10-04 14:30:00,Olten,8,clear,2023
Olten-Zofingen,RE,Infrastructure,2023-10-04 17:29:00,Olten,7,clear,2023
S6 Basel,S,External,2023-10-05 07:55:00,Pratteln,60,clear,2023
Basel-Lausanne,IC,Connection wait,2023-10-05 08:24:00,Lausanne,12,clear,2023
Basel-Olten,IC,External,2023-10-05 08:41:00,Olten,2,clear,2023
Olten-Zofingen,RE,External,2023-10-05 15:36:00,Olten,2,rain,2023
Lausanne-Brig,IR,Operations,2023-10-05 20:54:00,Lausanne,18,clear,2023
S2 Zürich,S,Infrastructure,2023-10-05 23:20:00,Effretikon,58,clear,2023
Basel-Olten,IC,Boarding,2023-10-06 09:00:00,Liestal,2,clear,2023
Olten-Zofingen,RE,Rolling stock,2023-10-06 22:26:00,Olten,3,clear,2023
Zürich-Luzern,IC,Connection wait,2023-10-07 09:10:00,Zürich HB,2,clear,2023
Zürich-Schaffhausen,IR,Boarding,2023-10-07 10:13:00,Bülach,7,clear,2023
Zürich-Luzern,IC,Operations,2023-10-07 18:37:00,Luzern,2,fog,2023
S5 Bern,S,Rolling stock,2023-10-07 19:00:00,Burgdorf,10,clear,2023
Zürich-Schaffhausen,IR,Connection wait,2023-10-08 14:13:00,Schaffhausen,3,clear,2023
Zürich-Chur,IC,Boarding,2023-10-08 17:51:00,Chur,7,clear,2023
Zürich-Bern,IC,Operations,2023-10-08 19:36:00,Olten,2,clear,2023
S6 Basel,S,Connection wait,2023-10-09 08:37:00,Basel SBB,4,clear,2023
St. Gallen-Zürich,IR,Infrastructure,2023-10-09 18:39:00,Zürich HB,3,fog,2023
Bern-Biel,IR,Connection wait,2023-10-10 08:54:00,Lyss,12,clear,2023
St. Gallen-Zürich,IR,Connection wait,2023-10-10 17:37:00,Zürich HB,24,rain,2023
Bern-Brig,IC,External,2023-10-11 17:47:00,Brig,16,snow,2023
Zürich-Chur,IC,Infrastructure,2023-10-12 17:29:00,Chur,21,clear,2023
St. Gallen-Zürich,IR,Infrastructure,2023-10-13 04:44:00,Winterthur,10,clear,2023
S5 Bern,S,Rolling stock,2023-10-13 14:08:00,Burgdorf,23,clear,2023
S1 Lausanne,S,Boarding,2023-10-14 08:09:00,Lausanne,4,clear,2023
Lugano-Locarno,RE,Rolling stock,2023-10-14 14:53:00,Locarno,11,clear,2023
Zürich-Genève,IC,Operations,2023-10-14 23:43:00,Lausanne,15,fog,2023
Olten-Zofingen,RE,Rolling stock,2023-10-15 07:27:00,Zofingen,6,clear,2023
Zürich-Schaffhausen,IR,Infrastructure,2023-10-15 14:33:00,Zürich HB,2,fog,2023
Zürich-Schaffhausen,IR,External,2023-10-15 22:06:00,Zürich HB,2,clear,2023
Zürich-Luzern,IC,Connection wait,2023-10-15 23:53:00,Luzern,2,rain,2023
Bern-Biel,IR,External,2023-10-16 12:50:00,Lyss,18,clear,2023
Basel-Lausanne,IC,Infrastructure,2023-10-17 10:20:00,Bern,10,fog,2023
Zürich-Schaffhausen,IR,Connection wait,2023-10-17 17:07:00,Bülach,6,clear,2023
Bern-Belp,RE,Rolling stock,2023-10-18 23:41:00,Belp,6,clear,2023
St. Gallen-Zürich,IR,Connection wait,2023-10-19 11:25:00,Winterthur,2,clear,2023
Bern-Belp,RE,Connection wait,2023-10-20 12:10:00,Belp,2,rain,2023
Basel-Olten,IC,Rolling stock,2023-10-22 14:02:00,Liestal,9,rain,2023
Zürich-Chur,IC,Infrastructure,2023-10-22 22:35:00,Zürich HB,10,clear,2023
Olten-Zofingen,RE,Boarding,2023-10-23 13:06:00,Zofingen,2,fog,2023
Zürich-Luzern,IC,Boarding,2023-10-23 15:45:00,Luzern,13,rain,2023
Lugano-Locarno,RE,Boarding,2023-10-24 09:38:00,Locarno,3,clear,2023
Zürich-Luzern,IC,External,2023-10-25 13:46:00,Zug,35,snow,2023
Bern-Biel,IR,External,2023-10-25 16:08:00,Biel/Bienne,3,clear,2023
Bern-Brig,IC,External,2023-10-27 18:28:00,Bern,18,clear,2023
St. Gallen-Zürich,IR,External,2023-10-27 19:24:00,Zürich HB,14,clear,2023
S2 Zürich,S,Infrastructure,2023-10-27 20:46:00,Effretikon,29,clear,2023
Bern-Belp,RE,External,2023-10-28 05:28:00,Bern,4,clear,2023
Olten-Zofingen,RE,Rolling stock,2023-10-28 08:08:00,Olten,19,snow,2023
Genève-Lausanne,IC,External,2023-10-28 14:45:00,Genève,33,clear,2023
Zürich-Genève,IC,Connection wait,2023-10-28 20:55:00,Lausanne,2,clear,2023
Basel-Lausanne,IC,Boarding,2023-10-29 17:28:00,Basel SBB,2,clear,2023
S5 Bern,S,Connection wait,2023-10-29 18:31:00,Burgdorf,2,clear,2023
Zürich-Bern,IC,Operations,2023-10-30 15:01:00,Olten,13,clear,2023
Genève-Lausanne,IC,Infrastructure,2023-10-30 15:14:00,Genève,6,clear,2023
Basel-Olten,IC,Infrastructure,2023-11-01 22:04:00,Olten,11,clear,2023
S5 Bern,S,Boarding,2023-11-02 09:09:00,Bern,2,fog,2023
Bern-Belp,RE,External,2023-11-02 18:51:00,Bern,6,rain,2023
Olten-Zofingen,RE,Rolling stock,2023-11-02 20:55:00,Zofingen,2,clear,2023
Zürich-Luzern,IC,Rolling stock,2023-11-03 17:23:00,Zürich HB,16,clear,2023
Basel-Lausanne,IC,Connection wait,2023-11-04 12:22:00,Bern,3,fog,2023
Zürich-Chur,IC,Infrastructure,2023-11-05 16:24:00,Sargans,11,rain,2023
Zürich-Luzern,IC,Infrastructure,2023-11-06 14:06:00,Zürich HB,2,clear,2023
Lugano-Locarno,RE,Infrastructure,2023-11-07 06:33:00,Lugano,36,clear,2023
S6 Basel,S,Operations,2023-11-07 21:42:00,Basel SBB,9,rain,2023
Olten-Zofingen,RE,External,2023-11-07 22:55:00,Zofingen,16,clear,2023
Zürich-Luzern,IC,External,2023-11-08 08:56:00,Zug,33,rain,2023
Zürich-Luzern,IC,Connection wait,2023-11-09 23:07:00,Zug,3,rain,2023
Zürich-Bern,IC,Operations,2023-11-10 11:36:00,Bern,2,clear,2023
Basel-Lausanne,IC,Operations,2023-11-10 17:26:00,Lausanne,6,clear,2023
Bern-Biel,IR,Rolling stock,2023-11-10 19:42:00,Lyss,6,clear,2023
Zürich-Luzern,IC,Boarding,2023-11-11 05:47:00,Luzern,2,clear,2023
Lugano-Locarno,RE,Connection wait,2023-11-11 15:51:00,Locarno,11,clear,2023
St. Gallen-Zürich,IR,Rolling stock,2023-11-12 06:17:00,Winterthur,3,rain,2023
Lugano-Locarno,RE,External,2023-11-13 14:32:00,Locarno,9,clear,2023
Bern-Brig,IC,Infrastructure,2023-11-14 23:31:00,Bern,11,clear,2023
Lugano-Locarno,RE,Rolling stock,2023-11-15 20:29:00,Locarno,24,clear,2023
Zürich-Chur,IC,Infrastructure,2023-11-16 07:38:00,Sargans,26,rain,2023
Bern-Belp,RE,Connection wait,2023-11-17 08:46:00,Belp,17,clear,2023
Olten-Zofingen,RE,Infrastructure,2023-11-18 14:17:00,Zofingen,31,clear,2023
Lugano-Locarno,RE,Infrastructure,2023-11-18 19:34:00,Locarno,9,clear,2023
St. Gallen-Zürich,IR,Rolling stock,2023-11-19 06:07:00,Zürich HB,3,clear,2023
Zürich-Luzern,IC,Operations,2023-11-19 10:53:00,Luzern,5,clear,2023
Bern-Brig,IC,Boarding,2023-11-19 11:39:00,Brig,9,clear,2023
Lausanne-Brig,IR,Rolling stock,2023-11-19 11:49:00,Lausanne,27,rain,2023
Zürich-Genève,IC,Rolling stock,2023-11-19 21:35:00,Lausanne,6,rain,2023
Zürich-Schaffhausen,IR,Boarding,2023-11-22 07:15:00,Zürich HB,5,rain,2023
Zürich-Chur,IC,Rolling stock,2023-11-26 18:20:00,Sargans,3,clear,2023
Lausanne-Brig,IR,Connection wait,2023-11-26 21:25:00,Lausanne,8,rain,2023
S2 Zürich,S,Boarding,2023-11-27 08:09:00,Pfäffikon,7,clear,2023
Bern-Biel,IR,Infrastructure,2023-11-27 14:53:00,Bern,2,clear,2023
Basel-Lausanne,IC,Connection wait,2023-11-28 05:17:00,Basel SBB,6,clear,2023
Zürich-Chur,IC,Connection wait,2023-11-28 07:16:00,Chur,2,clear,2023
St. Gallen-Zürich,IR,Infrastructure,2023-11-28 10:13:00,Winterthur,8,rain,2023
S5 Bern,S,Rolling stock,2023-11-29 16:31:00,Burgdorf,16,clear,2023
Basel-Olten,IC,Rolling stock,2023-11-30 08:11:00,Liestal,6,clear,2023
S6 Basel,S,Connection wait,2023-11-30 12:41:00,Basel SBB,10,clear,2023
Zürich-Schaffhausen,IR,Operations,2023-12-01 07:14:00,Zürich HB,41,clear,2023
St. Gallen-Zürich,IR,Boarding,2023-12-01 17:14:00,St. Gallen,2,rain,2023
Genève-Lausanne,IC,Boarding,2023-12-01 19:15:00,Lausanne,2,clear,2023
Basel-Lausanne,IC,External,2023-12-01 23:07:00,Lausanne,57,snow,2023
Basel-Lausanne,IC,Rolling stock,2023-12-03 14:18:00,Basel SBB,2,clear,2023
Lausanne-Brig,IR,Connection wait,2023-12-04 22:46:00,Lausanne,2,clear,2023
Lausanne-Brig,IR,External,2023-12-05 06:14:00,Sion,2,rain,2023
Lugano-Locarno,RE,Infrastructure,2023-12-06 00:14:00,Locarno,2,clear,2023
Bern-Brig,IC,Infrastructure,2023-12-07 16:37:00,Spiez,22,rain,2023
Bern-Biel,IR,Operations,2023-12-07 17:23:00,Lyss,2,clear,2023
S2 Zürich,S,Infrastructure,2023-12-08 12:08:00,Zürich HB,4,rain,2023
S6 Basel,S,Connection wait,2023-12-09 19:16:00,Pratteln,4,rain,2023
Basel-Olten,IC,Operations,2023-12-10 19:32:00,Basel SBB,24,rain,2023
S6 Basel,S,Operations,2023-12-11 18:27:00,Basel SBB,2,clear,2023
Genève-Lausanne,IC,Rolling stock,2023-12-11 19:24:00,Genève,8,clear,2023
Olten-Zofingen,RE,Connection wait,2023-12-12 13:55:00,Olten,7,rain,2023
Zürich-Genève,IC,External,2023-12-13 08:02:00,Lausanne,2,rain,2023
Zürich-Schaffhausen,IR,Infrastructure,2023-12-14 12:36:00,Zürich HB,7,rain,2023
Olten-Zofingen,RE,Boarding,2023-12-15 09:35:00,Olten,6,clear,2023
Bern-Biel,IR,Operations,2023-12-15 22:41:00,Biel/Bienne,2,clear,2023
Basel-Olten,IC,Infrastructure,2023-12-16 05:24:00,Basel SBB,4,clear,2023
S1 Lausanne,S,External,2023-12-17 13:23:00,Yverdon,13,rain,2023
Genève-Lausanne,IC,Boarding,2023-12-17 16:08:00,Lausanne,4,rain,2023
Zürich-Chur,IC,Boarding,2023-12-18 09:00:00,Chur,5,clear,2023
S2 Zürich,S,Operations,2023-12-18 23:46:00,Zürich HB,9,clear,2023
St. Gallen-Zürich,IR,External,2023-12-20 17:32:00,St. Gallen,19,snow,2023
S6 Basel,S,Rolling stock,2023-12-22 08:27:00,Basel SBB,2,clear,2023
S5 Bern,S,External,2023-12-23 16:26:00,Bern,6,rain,2023
Bern-Belp,RE,Operations,2023-12-23 20:26:00,Bern,12,clear,2023
Genève-Lausanne,IC,External,2023-12-24 04:38:00,Genève,21,rain,2023
S1 Lausanne,S,Boarding,2023-12-25 07:24:00,Yverdon,7,clear,2023
Zürich-Schaffhausen,IR,Rolling stock,2023-12-25 16:08:00,Zürich HB,6,clear,2023
Zürich-Chur,IC,External,2023-12-25 19:10:00,Sargans,9,clear,2023
Lugano-Locarno,RE,Operations,2023-12-25 20:56:00,Locarno,5,clear,2023
Basel-Olten,IC,External,2023-12-26 09:25:00,Olten,2,rain,2023
St. Gallen-Zürich,IR,Rolling stock,2023-12-26 10:00:00,St. Gallen,13,clear,2023
St. Gallen-Zürich,IR,Operations,2023-12-26 22:30:00,Winterthur,2,clear,2023
Zürich-Chur,IC,Operations,2023-12-27 08:13:00,Sargans,13,clear,2023
Bern-Belp,RE,Infrastructure,2023-12-27 17:25:00,Belp,15,clear,2023
Basel-Lausanne,IC,Operations,2023-12-27 18:09:00,Lausanne,2,clear,2023
Zürich-Luzern,IC,External,2023-12-27 20:09:00,Zürich HB,30,fog,2023
Lausanne-Brig,IR,Infrastructure,2023-12-27 23:27:00,Brig,9,rain,2023
Zürich-Luzern,IC,Connection wait,2023-12-28 03:29:00,Zürich HB,2,clear,2023
St. Gallen-Zürich,IR,Rolling stock,2023-12-28 13:48:00,Winterthur,3,clear,2023
Basel-Olten,IC,External,2023-12-28 13:54:00,Basel SBB,13,rain,2023
S2 Zürich,S,External,2023-12-28 14:54:00,Pfäffikon,10,clear,2023
Zürich-Luzern,IC,External,2023-12-28 17:36:00,Zürich HB,6,snow,2023
Zürich-Schaffhausen,IR,Infrastructure,2023-12-29 20:06:00,Bülach,2,clear,2023
St. Gallen-Zürich,IR,Boarding,2023-12-30 16:52:00,Zürich HB,2,rain,2023
Basel-Olten,IC,External,2023-12-31 12:25:00,Basel SBB,19,clear,2023
Zürich-Bern,IC,Boarding,2023-12-31 16:56:00,Zürich HB,5,rain,2023
Bern-Brig,IC,External,2023-12-31 17:59:00,Bern,3,snow,2023
Zürich-Schaffhausen,IR,Infrastructure,2024-01-01 06:21:00,Bülach,24,clear,2024
Lausanne-Brig,IR,Operations,2024-01-01 17:07:00,Brig,8,clear,2024
Zürich-Bern,IC,External,2024-01-05 09:19:00,Olten,2,fog,2024
Bern-Biel,IR,External,2024-01-05 18:44:00,Biel/Bienne,9,clear,2024
Zürich-Bern,IC,Rolling stock,2024-01-06 15:13:00,Bern,19,fog,2024
Bern-Brig,IC,Infrastructure,2024-01-07 21:58:00,Bern,4,clear,2024
Bern-Brig,IC,Operations,2024-01-10 16:13:00,Spiez,11,clear,2024
St. Gallen-Zürich,IR,Rolling stock,2024-01-10 16:13:00,Winterthur,25,clear,2024
Zürich-Bern,IC,Operations,2024-01-12 07:34:00,Olten,8,clear,2024
Bern-Belp,RE,Rolling stock,2024-01-12 11:38:00,Bern,6,clear,2024
Lausanne-Brig,IR,Rolling stock,2024-01-12 12:50:00,Sion,3,rain,2024
Basel-Olten,IC,External,2024-01-12 20:25:00,Liestal,17,clear,2024
Bern-Brig,IC,External,2024-01-13 11:59:00,Bern,2,clear,2024
Lausanne-Brig,IR,Operations,2024-01-13 12:39:00,Lausanne,4,fog,2024
Bern-Biel,IR,Connection wait,2024-01-14 08:38:00,Lyss,4,clear,2024
Zürich-Genève,IC,Infrastructure,2024-01-14 17:15:00,Bern,5,clear,2024
St. Gallen-Zürich,IR,Boarding,2024-01-15 07:54:00,St. Gallen,2,clear,2024
Bern-Biel,IR,External,2024-01-16 11:45:00,Bern,12,clear,2024
Bern-Belp,RE,Connection wait,2024-01-16 12:25:00,Belp,12,fog,2024
S2 Zürich,S,Boarding,2024-01-16 17:44:00,Pfäffikon,5,rain,2024
Basel-Olten,IC,Operations,2024-01-16 22:01:00,Basel SBB,14,clear,2024
Zürich-Genève,IC,Operations,2024-01-17 05:26:00,Bern,2,clear,2024
Zürich-Schaffhausen,IR,External,2024-01-17 05:44:00,Bülach,10,clear,2024
Lausanne-Brig,IR,Infrastructure,2024-01-23 06:20:00,Lausanne,27,clear,2024
Zürich-Schaffhausen,IR,Infrastructure,2024-01-23 23:24:00,Bülach,7,clear,2024
Zürich-Chur,IC,Rolling stock,2024-01-24 11:50:00,Sargans,4,clear,2024
Basel-Lausanne,IC,Connection wait,2024-01-25 02:02:00,Bern,2,rain,2024
Bern-Brig,IC,Boarding,2024-01-25 17:18:00,Spiez,2,clear,2024
Zürich-Luzern,IC,Operations,2024-01-25 18:25:00,Zürich HB,22,rain,2024
Zürich-Schaffhausen,IR,Operations,2024-01-26 21:28:00,Bülach,9,rain,2024
Zürich-Bern,IC,Infrastructure,2024-01-27 17:47:00,Bern,6,clear,2024
Bern-Biel,IR,Boarding,2024-01-29 07:15:00,Bern,2,clear,2024
Zürich-Chur,IC,External,2024-01-29 12:15:00,Zürich HB,11,snow,2024
Zürich-Bern,IC,External,2024-01-29 19:17:00,Zürich HB,6,rain,2024
Bern-Brig,IC,Infrastructure,2024-01-29 19:55:00,Brig,6,clear,2024
Bern-Belp,RE,Operations,2024-02-02 22:06:00,Belp,2,rain,2024
Zürich-Luzern,IC,Infrastructure,2024-02-03 10:50:00,Luzern,6,clear,2024
S5 Bern,S,Connection wait,2024-02-03 19:43:00,Burgdorf,2,clear,2024
Zürich-Schaffhausen,IR,External,2024-02-03 20:46:00,Bülach,12,clear,2024
Genève-Lausanne,IC,Infrastructure,2024-02-05 10:29:00,Genève,2,clear,2024
Basel-Lausanne,IC,Infrastructure,2024-02-06 10:40:00,Bern,3,clear,2024
Zürich-Bern,IC,External,2024-02-07 12:47:00,Olten,5,clear,2024
Basel-Lausanne,IC,External,2024-02-09 08:29:00,Bern,37,rain,2024
Zürich-Bern,IC,Connection wait,2024-02-09 15:37:00,Zürich HB,4,fog,2024
Bern-Brig,IC,Infrastructure,2024-02-10 01:31:00,Spiez,6,clear,2024
Lausanne-Brig,IR,Rolling stock,2024-02-10 08:33:00,Brig,10,clear,2024
S2 Zürich,S,Operations,2024-02-11 04:20:00,Pfäffikon,8,rain,2024
Zürich-Luzern,IC,Rolling stock,2024-02-11 14:32:00,Zürich HB,13,clear,2024
S1 Lausanne,S,Connection wait,2024-02-12 15:26:00,Yverdon,10,clear,2024
Lugano-Locarno,RE,External,2024-02-12 18:35:00,Lugano,6,rain,2024
Bern-Belp,RE,Operations,2024-02-13 08:20:00,Belp,2,clear,2024
Genève-Lausanne,IC,Operations,2024-02-13 10:14:00,Genève,12,fog,2024
Zürich-Bern,IC,Boarding,2024-02-14 07:28:00,Bern,5,rain,2024
Basel-Olten,IC,External,2024-02-14 18:58:00,Liestal,19,clear,2024
Zürich-Genève,IC,Infrastructure,2024-02-16 22:40:00,Bern,2,clear,2024
Zürich-Chur,IC,Connection wait,2024-02-17 23:47:00,Zürich HB,2,clear,2024
Zürich-Schaffhausen,IR,Infrastructure,2024-02-18 11:45:00,Zürich HB,11,clear,2024
Basel-Lausanne,IC,Rolling stock,2024-02-19 18:25:00,Lausanne,7,clear,2024
Genève-Lausanne,IC,Connection wait,2024-02-20 05:37:00,Genève,7,rain,2024
Lausanne-Brig,IR,Rolling stock,2024-02-22 15:39:00,Brig,15,clear,2024
Lugano-Locarno,RE,Boarding,2024-02-22 19:45:00,Lugano,10,clear,2024
Genève-Lausanne,IC,Operations,2024-02-23 20:08:00,Nyon,12,clear,2024
Zürich-Chur,IC,External,2024-02-24 05:06:00,Zürich HB,4,clear,2024
Bern-Brig,IC,Connection wait,2024-02-24 10:24:00,Spiez,4,fog,2024
Basel-Lausanne,IC,Operations,2024-02-24 16:59:00,Bern,6,clear,2024
Zürich-Schaffhausen,IR,External,2024-02-26 06:14:00,Bülach,19,fog,2024
Bern-Brig,IC,Rolling stock,2024-02-28 08:56:00,Spiez,6,clear,2024
St. Gallen-Zürich,IR,Connection wait,2024-02-28 23:02:00,Winterthur,6,clear,2024
S6 Basel,S,Boarding,2024-02-29 08:39:00,Basel SBB,17,rain,2024
Basel-Lausanne,IC,Boarding,2024-02-29 12:10:00,Lausanne,2,clear,2024
Lausanne-Brig,IR,External,2024-02-29 18:11:00,Sion,20,clear,2024
S1 Lausanne,S,Connection wait,2024-02-29 18:56:00,Lausanne,35,rain,2024
Zürich-Bern,IC,External,2024-03-01 16:28:00,Zürich HB,38,clear,2024
S5 Bern,S,External,2024-03-01 20:07:00,Bern,2,clear,2024
Bern-Brig,IC,External,2024-03-02 18:16:00,Bern,4,clear,2024
St. Gallen-Zürich,IR,Boarding,2024-03-03 21:22:00,St. Gallen,2,clear,2024
