route,service_type,cause,start_time,station,delay_min,weather,year
Zürich-Schaffhausen,IR,Rollmaterial,2023-06-30 06:50:00,Zürich HB,15,klar,2023
Bern-Brig,IC,Rollmaterial,2023-06-30 15:06:00,Spiez,8,klar,2023
Bern-Brig,IC,Einsteigen,2023-07-02 06:50:00,Spiez,6,klar,2023
St. Gallen-Zürich,IR,Rollmaterial,2023-07-02 19:35:00,Winterthur,8,klar,2023
Lugano-Locarno,RE,Einsteigen,2023-07-02 23:58:00,Locarno,2,Regen,2023
Bern-Biel,IR,Rollmaterial,2023-07-03 20:38:00,Bern,9,Regen,2023
S5 Bern,S,Infrastruktur,2023-07-04 12:14:00,Burgdorf,3,Schnee,2023
S2 Zürich,S,Rollmaterial,2023-07-04 19:00:00,Pfäffikon,10,Regen,2023
Zürich-Genève,IC,Anschlusswarten,2023-07-05 18:46:00,Lausanne,2,klar,2023
Basel-Olten,IC,Betrieb,2023-07-05 22:00:00,Basel SBB,6,Regen,2023
Zürich-Bern,IC,Anschlusswarten,2023-07-06 08:58:00,Bern,12,Regen,2023
St. Gallen-Zürich,IR,Infrastruktur,2023-07-06 23:54:00,St. Gallen,38,klar,2023
Basel-Olten,IC,Anschlusswarten,2023-07-08 06:31:00,Liestal,13,klar,2023
S6 Basel,S,Betrieb,2023-07-09 07:03:00,Basel SBB,2,klar,2023
Zürich-Schaffhausen,IR,Infrastruktur,2023-07-09 08:37:00,Schaffhausen,8,klar,2023
S1 Lausanne,S,Einsteigen,2023-07-10 18:35:00,Lausanne,2,klar,2023
Bern-Belp,RE,Extern,2023-07-11 06:04:00,Belp,2,Nebel,2023
S1 Lausanne,S,Anschlusswarten,2023-07-11 20:37:00,Yverdon,3,klar,2023
S5 Bern,S,Extern,2023-07-12 08:57:00,Burgdorf,3,Schnee,2023
St. Gallen-Zürich,IR,Einsteigen,2023-07-12 17:35:00,Zürich HB,5,Schnee,2023
Basel-Olten,IC,Rollmaterial,2023-07-12 22:23:00,Basel SBB,2,klar,2023
Lausanne-Brig,IR,Extern,2023-07-13 06:55:00,Sion,2,Nebel,2023
Zürich-Luzern,IC,Infrastruktur,2023-07-13 19:11:00,Zug,2,klar,2023
S1 Lausanne,S,Infrastruktur,2023-07-14 16:04:00,Lausanne,37,klar,2023
Bern-Brig,IC,Extern,2023-07-15 13:20:00,Brig,9,klar,2023
S1 Lausanne,S,Infrastruktur,2023-07-15 18:29:00,Lausanne,7,klar,2023
Zürich-Schaffhausen,IR,Infrastruktur,2023-07-16 13:53:00,Schaffhausen,2,klar,2023
Bern-Brig,IC,Einsteigen,2023-07-17 16:11:00,Bern,2,klar,2023
S2 Zürich,S,Einsteigen,2023-07-19 08:50:00,Effretikon,2,klar,2023
Zürich-Schaffhausen,IR,Rollmaterial,2023-07-21 06:26:00,Bülach,2,klar,2023
Zürich-Luzern,IC,Betrieb,2023-07-21 11:14:00,Luzern,2,Schnee,2023
Lausanne-Brig,IR,Extern,2023-07-21 12:41:00,Lausanne,8,klar,2023
Basel-Olten,IC,Rollmaterial,2023-07-22 05:56:00,Basel SBB,6,klar,2023
Lausanne-Brig,IR,Einsteigen,2023-07-22 14:09:00,Sion,9,Regen,2023
Genève-Lausanne,IC,Infrastruktur,2023-07-24 11:02:00,Nyon,12,klar,2023
S1 Lausanne,S,Betrieb,2023-07-26 05:02:00,Lausanne,7,klar,2023
Olten-Zofingen,RE,Infrastruktur,2023-07-27 20:19:00,Olten,15,Nebel,2023
S6 Basel,S,Einsteigen,2023-07-30 10:09:00,Pratteln,2,Regen,2023
Basel-Lausanne,IC,Infrastruktur,2023-07-30 14:18:00,Bern,5,klar,2023
Zürich-Chur,IC,Einsteigen,2023-07-31 07:14:00,Sargans,9,klar,2023
Zürich-Chur,IC,Infrastruktur,2023-08-01 10:55:00,Zürich HB,10,klar,2023
Bern-Belp,RE,Rollmaterial,2023-08-02 02:57:00,Bern,4,klar,2023
Olten-Zofingen,RE,Rollmaterial,2023-08-02 03:18:00,Zofingen,3,klar,2023
S2 Zürich,S,Einsteigen,2023-08-02 19:50:00,Pfäffikon,6,klar,2023
S5 Bern,S,Rollmaterial,2023-08-04 01:35:00,Bern,2,klar,2023
S1 Lausanne,S,Anschlusswarten,2023-08-04 07:09:00,Yverdon,26,klar,2023
Olten-Zofingen,RE,Einsteigen,2023-08-04 08:07:00,Zofingen,3,klar,2023
Genève-Lausanne,IC,Extern,2023-08-07 10:19:00,Lausanne,43,klar,2023
Zürich-Schaffhausen,IR,Extern,2023-08-07 12:17:00,Zürich HB,15,Regen,2023
Bern-Belp,RE,Infrastruktur,2023-08-08 11:42:00,Bern,2,klar,2023
Zürich-Genève,IC,Infrastruktur,2023-08-10 20:38:00,Zürich HB,2,Schnee,2023
Genève-Lausanne,IC,Rollmaterial,2023-08-11 08:29:00,Lausanne,2,Regen,2023
S2 Zürich,S,Extern,2023-08-11 09:49:00,Pfäffikon,51,Schnee,2023
S6 Basel,S,Betrieb,2023-08-11 10:26:00,Basel SBB,3,klar,2023
S1 Lausanne,S,Infrastruktur,2023-08-11 11:52:00,Lausanne,13,klar,2023
Zürich-Schaffhausen,IR,Einsteigen,2023-08-11 19:02:00,Schaffhausen,6,Schnee,2023
Lausanne-Brig,IR,Anschlusswarten,2023-08-11 22:51:00,Sion,2,Regen,2023
Basel-Olten,IC,Betrieb,2023-08-12 08:29:00,Basel SBB,2,klar,2023
Zürich-Genève,IC,Extern,2023-08-12 11:18:00,Lausanne,2,Schnee,2023
Bern-Belp,RE,Extern,2023-08-12 15:50:00,Belp,24,klar,2023
Olten-Zofingen,RE,Einsteigen,2023-08-14 09:36:00,Olten,10,klar,2023
Bern-Biel,IR,Infrastruktur,2023-08-14 10:26:00,Biel/Bienne,35,klar,2023
Zürich-Genève,IC,Einsteigen,2023-08-14 22:56:00,Bern,2,klar,2023
Basel-Lausanne,IC,Infrastruktur,2023-08-15 20:39:00,Basel SBB,15,klar,2023
Zürich-Bern,IC,Betrieb,2023-08-17 05:28:00,Bern,2,klar,2023
Genève-Lausanne,IC,Rollmaterial,2023-08-17 13:29:00,Nyon,13,klar,2023
Lausanne-Brig,IR,Extern,2023-08-18 07:35:00,Brig,3,klar,2023
Zürich-Schaffhausen,IR,Extern,2023-08-18 10:03:00,Schaffhausen,6,klar,2023
Zürich-Genève,IC,Anschlusswarten,2023-08-19 05:28:00,Genève,14,klar,2023
Zürich-Genève,IC,Rollmaterial,2023-08-19 19:11:00,Zürich HB,23,klar,2023
Bern-Biel,IR,Anschlusswarten,2023-08-21 13:18:00,Bern,4,klar,2023
Basel-Olten,IC,Rollmaterial,2023-08-21 16:38:00,Olten,24,klar,2023
Zürich-Schaffhausen,IR,Rollmaterial,2023-08-22 15:19:00,Zürich HB,7,Regen,2023
S5 Bern,S,Infrastruktur,2023-08-22 22:53:00,Burgdorf,8,klar,2023
S6 Basel,S,Betrieb,2023-08-24 13:19:00,Pratteln,9,klar,2023
Zürich-Luzern,IC,Anschlusswarten,2023-08-24 14:38:00,Zug,2,klar,2023
Zürich-Bern,IC,Rollmaterial,2023-08-26 05:24:00,Olten,3,klar,2023
Basel-Lausanne,IC,Infrastruktur,2023-08-26 07:11:00,Lausanne,3,klar,2023
Zürich-Schaffhausen,IR,Extern,2023-08-26 11:04:00,Schaffhausen,10,klar,2023
S2 Zürich,S,Infrastruktur,2023-08-26 16:56:00,Zürich HB,18,Schnee,2023
Zürich-Bern,IC,Betrieb,2023-08-27 18:10:00,Zürich HB,14,Schnee,2023
Lugano-Locarno,RE,Betrieb,2023-08-28 17:25:00,Locarno,5,klar,2023
Basel-Lausanne,IC,Infrastruktur,2023-08-28 20:30:00,Bern,2,klar,2023
St. Gallen-Zürich,IR,Extern,2023-08-29 01:13:00,St. Gallen,15,Regen,2023
Bern-Belp,RE,Extern,2023-08-29 19:13:00,Bern,5,Nebel,2023
Bern-Brig,IC,Rollmaterial,2023-08-29 19:30:00,Bern,6,klar,2023
Zürich-Schaffhausen,IR,Infrastruktur,2023-08-30 06:19:00,Bülach,5,klar,2023
Zürich-Luzern,IC,Betrieb,2023-08-31 01:09:00,Zug,2,klar,2023
Bern-Brig,IC,Einsteigen,2023-08-31 17:44:00,Brig,3,klar,2023
St. Gallen-Zürich,IR,Anschlusswarten,2023-09-01 18:14:00,Zürich HB,26,klar,2023
Bern-Brig,IC,Rollmaterial,2023-09-01 23:09:00,Bern,13,klar,2023
Zürich-Schaffhausen,IR,Anschlusswarten,2023-09-02 11:40:00,Schaffhausen,9,Regen,2023
Zürich-Bern,IC,Infrastruktur,2023-09-02 13:56:00,Bern,15,Schnee,2023
Olten-Zofingen,RE,Infrastruktur,2023-09-02 20:10:00,Olten,2,Schnee,2023
Basel-Olten,IC,Rollmaterial,2023-09-06 13:17:00,Liestal,6,klar,2023
Basel-Olten,IC,Extern,2023-09-07 05:38:00,Olten,26,klar,2023
Bern-Brig,IC,Einsteigen,2023-09-07 18:35:00,Brig,2,klar,2023
Lugano-Locarno,RE,Rollmaterial,2023-09-07 23:19:00,Locarno,9,klar,2023
Lugano-Locarno,RE,Betrieb,2023-09-07 23:24:00,Locarno,6,klar,2023
Zürich-Genève,IC,Infrastruktur,2023-09-08 12:32:00,Bern,30,klar,2023
S6 Basel,S,Rollmaterial,2023-09-08 22:27:00,Basel SBB,35,Regen,2023
Lugano-Locarno,RE,Rollmaterial,2023-09-08 22:28:00,Lugano,18,klar,2023
Zürich-Chur,IC,Betrieb,2023-09-09 11:53:00,Zürich HB,22,klar,2023
St. Gallen-Zürich,IR,Anschlusswarten,2023-09-09 23:20:00,Zürich HB,9,klar,2023
Lugano-Locarno,RE,Anschlusswarten,2023-09-10 14:16:00,Lugano,8,Schnee,2023
S2 Zürich,S,Betrieb,2023-09-10 20:41:00,Pfäffikon,9,klar,2023
S1 Lausanne,S,Einsteigen,2023-09-10 22:36:00,Yverdon,2,Regen,2023
Zürich-Genève,IC,Extern,2023-09-11 13:37:00,Zürich HB,2,klar,2023
Zürich-Schaffhausen,IR,Rollmaterial,2023-09-12 12:34:00,Bülach,12,Schnee,2023
Bern-Biel,IR,Anschlusswarten,2023-09-12 20:09:00,Lyss,2,klar,2023
Bern-Brig,IC,Infrastruktur,2023-09-13 10:15:00,Spiez,59,klar,2023
St. Gallen-Zürich,IR,Rollmaterial,2023-09-13 11:03:00,Zürich HB,2,Regen,2023
Zürich-Genève,IC,Extern,2023-09-13 11:33:00,Zürich HB,9,Nebel,2023
Zürich-Bern,IC,Anschlusswarten,2023-09-16 03:32:00,Bern,13,Schnee,2023
Zürich-Luzern,IC,Anschlusswarten,2023-09-17 06:26:00,Zug,4,klar,2023
Zürich-Genève,IC,Extern,2023-09-17 19:31:00,Zürich HB,21,klar,2023
Bern-Biel,IR,Extern,2023-09-17 21:54:00,Lyss,15,Regen,2023
Basel-Lausanne,IC,Anschlusswarten,2023-09-19 06:45:00,Lausanne,5,klar,2023
Bern-Biel,IR,Anschlusswarten,2023-09-19 15:34:00,Lyss,2,klar,2023
Zürich-Chur,IC,Rollmaterial,2023-09-20 09:38:00,Zürich HB,20,klar,2023
S6 Basel,S,Infrastruktur,2023-09-20 23:01:00,Pratteln,3,klar,2023
S6 Basel,S,Betrieb,2023-09-21 12:41:00,Pratteln,22,klar,2023
Zürich-Luzern,IC,Extern,2023-09-21 13:35:00,Zug,36,Regen,2023
St. Gallen-Zürich,IR,Extern,2023-09-22 01:02:00,St. Gallen,14,klar,2023
Zürich-Genève,IC,Anschlusswarten,2023-09-25 11:33:00,Genève,8,klar,2023
Zürich-Luzern,IC,Extern,2023-09-25 14:12:00,Zürich HB,61,klar,2023
Basel-Olten,IC,Einsteigen,2023-09-25 19:20:00,Liestal,17,klar,2023
S6 Basel,S,Extern,2023-09-26 11:13:00,Basel SBB,6,klar,2023
Zürich-Bern,IC,Extern,2023-09-27 11:49:00,Olten,2,klar,2023
S5 Bern,S,Extern,2023-09-28 14:37:00,Bern,15,klar,2023
Basel-Lausanne,IC,Anschlusswarten,2023-09-28 20:48:00,Lausanne,10,klar,2023
Zürich-Genève,IC,Rollmaterial,2023-09-29 07:08:00,Zürich HB,18,klar,2023
S1 Lausanne,S,Extern,2023-09-29 11:39:00,Yverdon,2,klar,2023
Lugano-Locarno,RE,Extern,2023-09-29 19:59:00,Lugano,12,klar,2023
Bern-Biel,IR,Betrieb,2023-10-01 23:13:00,Bern,3,klar,2023
S2 Zürich,S,Anschlusswarten,2023-10-02 11:38:00,Pfäffikon,2,klar,2023
S2 Zürich,S,Extern,2023-10-02 20:23:00,Effretikon,25,klar,2023
Bern-Brig,IC,Einsteigen,2023-10-03 11:04:00,Bern,2,klar,2023
St. Gallen-Zürich,IR,Rollmaterial,2023-10-04 08:10:00,Zürich HB,3,klar,2023
Olten-Zofingen,RE,Rollmaterial,2023-10-04 14:30:00,Olten,8,klar,2023
Olten-Zofingen,RE,Infrastruktur,2023-10-04 17:29:00,Olten,7,klar,2023
S6 Basel,S,Extern,2023-10-05 07:55:00,Pratteln,60,klar,2023
Basel-Lausanne,IC,Anschlusswarten,2023-10-05 08:24:00,Lausanne,12,klar,2023
Basel-Olten,IC,Extern,2023-10-05 08:41:00,Olten,2,klar,2023
Olten-Zofingen,RE,Extern,2023-10-05 15:36:00,Olten,2,Regen,2023
Lausanne-Brig,IR,Betrieb,2023-10-05 20:54:00,Lausanne,18,klar,2023
S2 Zürich,S,Infrastruktur,2023-10-05 23:20:00,Effretikon,58,klar,2023
Basel-Olten,IC,Einsteigen,2023-10-06 09:00:00,Liestal,2,klar,2023
Olten-Zofingen,RE,Rollmaterial,2023-10-06 22:26:00,Olten,3,klar,2023
Zürich-Luzern,IC,Anschlusswarten,2023-10-07 09:10:00,Zürich HB,2,klar,2023
Zürich-Schaffhausen,IR,Einsteigen,2023-10-07 10:13:00,Bülach,7,klar,2023
Zürich-Luzern,IC,Betrieb,2023-10-07 18:37:00,Luzern,2,Nebel,2023
S5 Bern,S,Rollmaterial,2023-10-07 19:00:00,Burgdorf,10,klar,2023
Zürich-Schaffhausen,IR,Anschlusswarten,2023-10-08 14:13:00,Schaffhausen,3,klar,2023
Zürich-Chur,IC,Einsteigen,2023-10-08 17:51:00,Chur,7,klar,2023
Zürich-Bern,IC,Betrieb,2023-10-08 19:36:00,Olten,2,klar,2023
S6 Basel,S,Anschlusswarten,2023-10-09 08:37:00,Basel SBB,4,klar,2023
St. Gallen-Zürich,IR,Infrastruktur,2023-10-09 18:39:00,Zürich HB,3,Nebel,2023
Bern-Biel,IR,Anschlusswarten,2023-10-10 08:54:00,Lyss,12,klar,2023
St. Gallen-Zürich,IR,Anschlusswarten,2023-10-10 17:37:00,Zürich HB,24,Regen,2023
Bern-Brig,IC,Extern,2023-10-11 17:47:00,Brig,16,Schnee,2023
Zürich-Chur,IC,Infrastruktur,2023-10-12 17:29:00,Chur,21,klar,2023
St. Gallen-Zürich,IR,Infrastruktur,2023-10-13 04:44:00,Winterthur,10,klar,2023
S5 Bern,S,Rollmaterial,2023-10-13 14:08:00,Burgdorf,23,klar,2023
S1 Lausanne,S,Einsteigen,2023-10-14 08:09:00,Lausanne,4,klar,2023
Lugano-Locarno,RE,Rollmaterial,2023-10-14 14:53:00,Locarno,11,klar,2023
Zürich-Genève,IC,Betrieb,2023-10-14 23:43:00,Lausanne,15,Nebel,2023
Olten-Zofingen,RE,Rollmaterial,2023-10-15 07:27:00,Zofingen,6,klar,2023
Zürich-Schaffhausen,IR,Infrastruktur,2023-10-15 14:33:00,Zürich HB,2,Nebel,2023
Zürich-Schaffhausen,IR,Extern,2023-10-15 22:06:00,Zürich HB,2,klar,2023
Zürich-Luzern,IC,Anschlusswarten,2023-10-15 23:53:00,Luzern,2,Regen,2023
Bern-Biel,IR,Extern,2023-10-16 12:50:00,Lyss,18,klar,2023
Basel-Lausanne,IC,Infrastruktur,2023-10-17 10:20:00,Bern,10,Nebel,2023
Zürich-Schaffhausen,IR,Anschlusswarten,2023-10-17 17:07:00,Bülach,6,klar,2023
Bern-Belp,RE,Rollmaterial,2023-10-18 23:41:00,Belp,6,klar,2023
St. Gallen-Zürich,IR,Anschlusswarten,2023-10-19 11:25:00,Winterthur,2,klar,2023
Bern-Belp,RE,Anschlusswarten,2023-10-20 12:10:00,Belp,2,Regen,2023
Basel-Olten,IC,Rollmaterial,2023-10-22 14:02:00,Liestal,9,Regen,2023
Zürich-Chur,IC,Infrastruktur,2023-10-22 22:35:00,Zürich HB,10,klar,2023
Olten-Zofingen,RE,Einsteigen,2023-10-23 13:06:00,Zofingen,2,Nebel,2023
Zürich-Luzern,IC,Einsteigen,2023-10-23 15:45:00,Luzern,13,Regen,2023
Lugano-Locarno,RE,Einsteigen,2023-10-24 09:38:00,Locarno,3,klar,2023
Zürich-Luzern,IC,Extern,2023-10-25 13:46:00,Zug,35,Schnee,2023
Bern-Biel,IR,Extern,2023-10-25 16:08:00,Biel/Bienne,3,klar,2023
Bern-Brig,IC,Extern,2023-10-27 18:28:00,Bern,18,klar,2023
St. Gallen-Zürich,IR,Extern,2023-10-27 19:24:00,Zürich HB,14,klar,2023
S2 Zürich,S,Infrastruktur,2023-10-27 20:46:00,Effretikon,29,klar,2023
Bern-Belp,RE,Extern,2023-10-28 05:28:00,Bern,4,klar,2023
Olten-Zofingen,RE,Rollmaterial,2023-10-28 08:08:00,Olten,19,Schnee,2023
Genève-Lausanne,IC,Extern,2023-10-28 14:45:00,Genève,33,klar,2023
Zürich-Genève,IC,Anschlusswarten,2023-10-28 20:55:00,Lausanne,2,klar,2023
Basel-Lausanne,IC,Einsteigen,2023-10-29 17:28:00,Basel SBB,2,klar,2023
S5 Bern,S,Anschlusswarten,2023-10-29 18:31:00,Burgdorf,2,klar,2023
Zürich-Bern,IC,Betrieb,2023-10-30 15:01:00,Olten,13,klar,2023
Genève-Lausanne,IC,Infrastruktur,2023-10-30 15:14:00,Genève,6,klar,2023
Basel-Olten,IC,Infrastruktur,2023-11-01 22:04:00,Olten,11,klar,2023
S5 Bern,S,Einsteigen,2023-11-02 09:09:00,Bern,2,Nebel,2023
Bern-Belp,RE,Extern,2023-11-02 18:51:00,Bern,6,Regen,2023
Olten-Zofingen,RE,Rollmaterial,2023-11-02 20:55:00,Zofingen,2,klar,2023
Zürich-Luzern,IC,Rollmaterial,2023-11-03 17:23:00,Zürich HB,16,klar,2023
Basel-Lausanne,IC,Anschlusswarten,2023-11-04 12:22:00,Bern,3,Nebel,2023
Zürich-Chur,IC,Infrastruktur,2023-11-05 16:24:00,Sargans,11,Regen,2023
Zürich-Luzern,IC,Infrastruktur,2023-11-06 14:06:00,Zürich HB,2,klar,2023
Lugano-Locarno,RE,Infrastruktur,2023-11-07 06:33:00,Lugano,36,klar,2023
S6 Basel,S,Betrieb,2023-11-07 21:42:00,Basel SBB,9,Regen,2023
Olten-Zofingen,RE,Extern,2023-11-07 22:55:00,Zofingen,16,klar,2023
Zürich-Luzern,IC,Extern,2023-11-08 08:56:00,Zug,33,Regen,2023
Zürich-Luzern,IC,Anschlusswarten,2023-11-09 23:07:00,Zug,3,Regen,2023
Zürich-Bern,IC,Betrieb,2023-11-10 11:36:00,Bern,2,klar,2023
Basel-Lausanne,IC,Betrieb,2023-11-10 17:26:00,Lausanne,6,klar,2023
Bern-Biel,IR,Rollmaterial,2023-11-10 19:42:00,Lyss,6,klar,2023
Zürich-Luzern,IC,Einsteigen,2023-11-11 05:47:00,Luzern,2,klar,2023
Lugano-Locarno,RE,Anschlusswarten,2023-11-11 15:51:00,Locarno,11,klar,2023
St. Gallen-Zürich,IR,Rollmaterial,2023-11-12 06:17:00,Winterthur,3,Regen,2023
Lugano-Locarno,RE,Extern,2023-11-13 14:32:00,Locarno,9,klar,2023
Bern-Brig,IC,Infrastruktur,2023-11-14 23:31:00,Bern,11,klar,2023
Lugano-Locarno,RE,Rollmaterial,2023-11-15 20:29:00,Locarno,24,klar,2023
Zürich-Chur,IC,Infrastruktur,2023-11-16 07:38:00,Sargans,26,Regen,2023
Bern-Belp,RE,Anschlusswarten,2023-11-17 08:46:00,Belp,17,klar,2023
Olten-Zofingen,RE,Infrastruktur,2023-11-18 14:17:00,Zofingen,31,klar,2023
Lugano-Locarno,RE,Infrastruktur,2023-11-18 19:34:00,Locarno,9,klar,2023
St. Gallen-Zürich,IR,Rollmaterial,2023-11-19 06:07:00,Zürich HB,3,klar,2023
Zürich-Luzern,IC,Betrieb,2023-11-19 10:53:00,Luzern,5,klar,2023
Bern-Brig,IC,Einsteigen,2023-11-19 11:39:00,Brig,9,klar,2023
Lausanne-Brig,IR,Rollmaterial,2023-11-19 11:49:00,Lausanne,27,Regen,2023
Zürich-Genève,IC,Rollmaterial,2023-11-19 21:35:00,Lausanne,6,Regen,2023
Zürich-Schaffhausen,IR,Einsteigen,2023-11-22 07:15:00,Zürich HB,5,Regen,2023
Zürich-Chur,IC,Rollmaterial,2023-11-26 18:20:00,Sargans,3,klar,2023
Lausanne-Brig,IR,Anschlusswarten,2023-11-26 21:25:00,Lausanne,8,Regen,2023
S2 Zürich,S,Einsteigen,2023-11-27 08:09:00,Pfäffikon,7,klar,2023
Bern-Biel,IR,Infrastruktur,2023-11-27 14:53:00,Bern,2,klar,2023
Basel-Lausanne,IC,Anschlusswarten,2023-11-28 05:17:00,Basel SBB,6,klar,2023
Zürich-Chur,IC,Anschlusswarten,2023-11-28 07:16:00,Chur,2,klar,2023
St. Gallen-Zürich,IR,Infrastruktur,2023-11-28 10:13:00,Winterthur,8,Regen,2023
S5 Bern,S,Rollmaterial,2023-11-29 16:31:00,Burgdorf,16,klar,2023
Basel-Olten,IC,Rollmaterial,2023-11-30 08:11:00,Liestal,6,klar,2023
S6 Basel,S,Anschlusswarten,2023-11-30 12:41:00,Basel SBB,10,klar,2023
Zürich-Schaffhausen,IR,Betrieb,2023-12-01 07:14:00,Zürich HB,41,klar,2023
St. Gallen-Zürich,IR,Einsteigen,2023-12-01 17:14:00,St. Gallen,2,Regen,2023
Genève-Lausanne,IC,Einsteigen,2023-12-01 19:15:00,Lausanne,2,klar,2023
Basel-Lausanne,IC,Extern,2023-12-01 23:07:00,Lausanne,57,Schnee,2023
Basel-Lausanne,IC,Rollmaterial,2023-12-03 14:18:00,Basel SBB,2,klar,2023
Lausanne-Brig,IR,Anschlusswarten,2023-12-04 22:46:00,Lausanne,2,klar,2023
Lausanne-Brig,IR,Extern,2023-12-05 06:14:00,Sion,2,Regen,2023
Lugano-Locarno,RE,Infrastruktur,2023-12-06 00:14:00,Locarno,2,klar,2023
Bern-Brig,IC,Infrastruktur,2023-12-07 16:37:00,Spiez,22,Regen,2023
Bern-Biel,IR,Betrieb,2023-12-07 17:23:00,Lyss,2,klar,2023
S2 Zürich,S,Infrastruktur,2023-12-08 12:08:00,Zürich HB,4,Regen,2023
S6 Basel,S,Anschlusswarten,2023-12-09 19:16:00,Pratteln,4,Regen,2023
Basel-Olten,IC,Betrieb,2023-12-10 19:32:00,Basel SBB,24,Regen,2023
S6 Basel,S,Betrieb,2023-12-11 18:27:00,Basel SBB,2,klar,2023
Genève-Lausanne,IC,Rollmaterial,2023-12-11 19:24:00,Genève,8,klar,2023
Olten-Zofingen,RE,Anschlusswarten,2023-12-12 13:55:00,Olten,7,Regen,2023
Zürich-Genève,IC,Extern,2023-12-13 08:02:00,Lausanne,2,Regen,2023
Zürich-Schaffhausen,IR,Infrastruktur,2023-12-14 12:36:00,Zürich HB,7,Regen,2023
Olten-Zofingen,RE,Einsteigen,2023-12-15 09:35:00,Olten,6,klar,2023
Bern-Biel,IR,Betrieb,2023-12-15 22:41:00,Biel/Bienne,2,klar,2023
Basel-Olten,IC,Infrastruktur,2023-12-16 05:24:00,Basel SBB,4,klar,2023
S1 Lausanne,S,Extern,2023-12-17 13:23:00,Yverdon,13,Regen,2023
Genève-Lausanne,IC,Einsteigen,2023-12-17 16:08:00,Lausanne,4,Regen,2023
Zürich-Chur,IC,Einsteigen,2023-12-18 09:00:00,Chur,5,klar,2023
S2 Zürich,S,Betrieb,2023-12-18 23:46:00,Zürich HB,9,klar,2023
St. Gallen-Zürich,IR,Extern,2023-12-20 17:32:00,St. Gallen,19,Schnee,2023
S6 Basel,S,Rollmaterial,2023-12-22 08:27:00,Basel SBB,2,klar,2023
S5 Bern,S,Extern,2023-12-23 16:26:00,Bern,6,Regen,2023
Bern-Belp,RE,Betrieb,2023-12-23 20:26:00,Bern,12,klar,2023
Genève-Lausanne,IC,Extern,2023-12-24 04:38:00,Genève,21,Regen,2023
S1 Lausanne,S,Einsteigen,2023-12-25 07:24:00,Yverdon,7,klar,2023
Zürich-Schaffhausen,IR,Rollmaterial,2023-12-25 16:08:00,Zürich HB,6,klar,2023
Zürich-Chur,IC,Extern,2023-12-25 19:10:00,Sargans,9,klar,2023
Lugano-Locarno,RE,Betrieb,2023-12-25 20:56:00,Locarno,5,klar,2023
Basel-Olten,IC,Extern,2023-12-26 09:25:00,Olten,2,Regen,2023
St. Gallen-Zürich,IR,Rollmaterial,2023-12-26 10:00:00,St. Gallen,13,klar,2023
St. Gallen-Zürich,IR,Betrieb,2023-12-26 22:30:00,Winterthur,2,klar,2023
Zürich-Chur,IC,Betrieb,2023-12-27 08:13:00,Sargans,13,klar,2023
Bern-Belp,RE,Infrastruktur,2023-12-27 17:25:00,Belp,15,klar,2023
Basel-Lausanne,IC,Betrieb,2023-12-27 18:09:00,Lausanne,2,klar,2023
Zürich-Luzern,IC,Extern,2023-12-27 20:09:00,Zürich HB,30,Nebel,2023
Lausanne-Brig,IR,Infrastruktur,2023-12-27 23:27:00,Brig,9,Regen,2023
Zürich-Luzern,IC,Anschlusswarten,2023-12-28 03:29:00,Zürich HB,2,klar,2023
St. Gallen-Zürich,IR,Rollmaterial,2023-12-28 13:48:00,Winterthur,3,klar,2023
Basel-Olten,IC,Extern,2023-12-28 13:54:00,Basel SBB,13,Regen,2023
S2 Zürich,S,Extern,2023-12-28 14:54:00,Pfäffikon,10,klar,2023
Zürich-Luzern,IC,Extern,2023-12-28 17:36:00,Zürich HB,6,Schnee,2023
Zürich-Schaffhausen,IR,Infrastruktur,2023-12-29 20:06:00,Bülach,2,klar,2023
St. Gallen-Zürich,IR,Einsteigen,2023-12-30 16:52:00,Zürich HB,2,Regen,2023
Basel-Olten,IC,Extern,2023-12-31 12:25:00,Basel SBB,19,klar,2023
Zürich-Bern,IC,Einsteigen,2023-12-31 16:56:00,Zürich HB,5,Regen,2023
Bern-Brig,IC,Extern,2023-12-31 17:59:00,Bern,3,Schnee,2023
Zürich-Schaffhausen,IR,Infrastruktur,2024-01-01 06:21:00,Bülach,24,klar,2024
Lausanne-Brig,IR,Betrieb,2024-01-01 17:07:00,Brig,8,klar,2024
Zürich-Bern,IC,Extern,2024-01-05 09:19:00,Olten,2,Nebel,2024
Bern-Biel,IR,Extern,2024-01-05 18:44:00,Biel/Bienne,9,klar,2024
Zürich-Bern,IC,Rollmaterial,2024-01-06 15:13:00,Bern,19,Nebel,2024
Bern-Brig,IC,Infrastruktur,2024-01-07 21:58:00,Bern,4,klar,2024
Bern-Brig,IC,Betrieb,2024-01-10 16:13:00,Spiez,11,klar,2024
St. Gallen-Zürich,IR,Rollmaterial,2024-01-10 16:13:00,Winterthur,25,klar,2024
Zürich-Bern,IC,Betrieb,2024-01-12 07:34:00,Olten,8,klar,2024
Bern-Belp,RE,Rollmaterial,2024-01-12 11:38:00,Bern,6,klar,2024
Lausanne-Brig,IR,Rollmaterial,2024-01-12 12:50:00,Sion,3,Regen,2024
Basel-Olten,IC,Extern,2024-01-12 20:25:00,Liestal,17,klar,2024
Bern-Brig,IC,Extern,2024-01-13 11:59:00,Bern,2,klar,2024
